dc_gender,dc_state,dc_district,newsletter_id,dc_date,dc_name,dc_party,newsletter_count,total_newsletters,body_word_count,fundraising_terms,fundraising_ratio,neutral_score,anger_score,joy_score,disgust_score,sadness_score,surprise_score,fear_score,matched_phrases,themes_list,theme_national_security_and_defense,theme_political_figures_-_obama,theme_social_issues_and_values,theme_healthcare,theme_social_safety_net_and_entitlements,theme_education,theme_government_overreach,theme_economy_and_taxes,theme_congress_and_legislation,theme_housing_and_community,theme_media_and_press,theme_energy_independence,theme_patriotic_rhetoric,theme_law_enforcement_and_crime,theme_immigration,theme_political_figures_-_trump,theme_executive_power,theme_voting_rights,theme_terrorism_and_foreign_threats,theme_supreme_court_and_judiciary,theme_iran_and_nuclear_policy,theme_gun_policy,theme_reproductive_rights,theme_climate_and_energy_policy,theme_civil_rights,theme_political_figures_-_hillary_clinton,theme_criminal_justice_reform,theme_election_integrity,theme_trump_name_calling,fec_cid,fec_name,contrib_date,contrib_count,contrib_amount,month_start,avg_daily_contrib_count_per_month,avg_daily_contrib_amount_per_month,window_days,window_contrib_count,window_contrib_amount,window_fundraising_count_score,window_fundraising_amount_score
F,NY,21,108161,2016-05-06,ELISE STEFANIK,R,1,104.0,799,0,0.0,0.1467369496822357,0.0061131594702601,0.7941388487815857,,0.0032149804756045,0.0445748679339885,,"['education', 'student', 'congress', 'committee', 'law', 'community', 'military', 'veterans', 'tax', 'tax reform', 'economy', 'economic growth', 'small business', 'business', 'regulatory', 'pipeline', 'epa', 'god', 'media', 'press']","['National Security & Defense', 'Social Issues & Values', 'Education', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00035523,ELISE STEFANIK,2016-05-06,3,1350.00,2016-05-01,2,1137.23,3,4,1850.00,0.65,0.54
M,PA,16,108162,2016-05-06,JOSEPH PITTS,R,1,80.0,647,0,0.0,0.4981366395950317,0.100100003182888,,0.1698131412267685,0.0902606546878814,,0.085756242275238,"['obama', 'president obama', 'legislation', 'house', 'congress', 'terrorism', 'terror', 'sanctions', 'small business', 'business', 'regulations', 'regulation', 'government', 'freedom', 'accountability', 'american', 'media', 'press']","['Political Figures - Obama', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Executive Power']",False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,N00001633,JOE PITTS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,26,108164,2016-05-06,MICHAEL BURGESS,R,1,100.0,187,0,0.0,0.9119616150856018,,0.0194516703486442,,0.0161253120750188,0.0378517247736454,0.0065955761820077,"['healthcare', 'health', 'obama', 'obama administration', 'house', 'congress', 'epa', 'american', 'news']","['Political Figures - Obama', 'Healthcare', 'Patriotic Rhetoric', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00025219,MICHAEL BURGESS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,TX,12,108166,2016-05-06,KAY GRANGER,R,1,101.0,359,1,0.002785515320334262,0.2674818336963653,0.0030277774203568,0.6422513723373413,,0.0223893485963344,0.0615196749567985,,"['student', 'congress', 'community', 'media']","['Media & Press', 'Education', 'Congress & Legislation', 'Housing & Community']",False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00008799,KAY GRANGER,2016-05-06,1,750.00,2016-05-01,2,1788.87,3,1,750.00,0.17,0.14
M,TX,32,108167,2016-05-06,PETE SESSIONS,R,1,101.0,811,2,0.002466091245376079,0.1130791828036308,0.0034853767137974,0.8244474530220032,,0.0037187079433351,0.0517169125378131,,"['student', 'house', 'congress', 'community', 'economy', 'jobs', 'small business', 'business', 'epa', 'american', 'news']","['Patriotic Rhetoric', 'Education', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00005681,PETE SESSIONS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NE,2,108168,2016-05-06,BRAD ASHFORD,D,1,56.0,269,0,0.0,0.9479082822799684,,0.017121959477663,,0.0074697751551866,0.0194695685058832,0.0032568937167525,"['college', 'community college', 'social security', 'benefit', 'house', 'congress', 'community', 'veterans', 'bureaucracy', 'media', 'news']","['National Security & Defense', 'Social Safety Net & Entitlements', 'Education', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00005293,BRAD ASHFORD,2016-05-06,2,500.00,2016-05-01,7,3226.29,3,13,8550.00,0.62,0.88
F,CA,12,108165,2016-05-06,NANCY PELOSI,D,1,138.0,688,5,0.007267441860465116,0.137081429362297,0.0217047166079282,0.7057461738586426,,,0.0469857156276702,0.0739158689975738,"['social security', 'child care', 'house', 'congress', ""women's rights"", 'equal', 'affordable', 'crime', 'defense', 'taxes', 'tax', 'epa', 'federal government', 'government', 'states', 'power', 'american', 'press']","['National Security & Defense', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,N00007360,NANCY PELOSI,2016-05-06,4,115.00,2016-05-01,24,2830.35,2,14,314.00,0.29,0.06
M,NY,13,108169,2016-05-06,CHARLES RANGEL,D,1,114.0,959,6,0.006256517205422315,0.4476558864116668,0.0291662216186523,0.015391849912703,,0.040538627654314,,0.4539440274238586,"['public health', 'health', 'education', 'student', 'immigration reform', 'minimum wage', 'wage', 'benefit', 'congress', 'equal', 'community', 'national security', 'isis', 'economy', 'jobs', 'epa', 'life', 'god', 'states', 'freedom', 'liberty', 'american']","['National Security & Defense', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Immigration', 'Congress & Legislation', 'Housing & Community', 'Energy Independence']",True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,N00000964,CHARLES B RANGEL,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,VA,4,108170,2016-05-06,J. FORBES,R,1,293.0,295,5,0.01694915254237288,0.8417987823486328,0.045664582401514,,0.0320449657738208,0.0169848203659057,,0.0430498197674751,"['congress', 'civil', 'defense', 'terrorist', 'terror', 'iran', 'nuclear', 'nuclear deal', 'states', 'american', 'american people']","['National Security & Defense', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Civil Rights', 'Government Overreach', 'Congress & Legislation']",True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,N00013799,RANDY FORBES,2016-05-06,13,22050.00,2016-05-01,7,5769.71,3,29,44400.00,1.25,2.57
M,NJ,11,108171,2016-05-06,RODNEY FRELINGHUYSEN,R,1,104.0,1346,1,0.0007429420505200594,0.7917748689651489,0.0267679225653409,,,0.0338401347398757,0.0936982557177543,0.0254883803427219,"['education', 'student', 'house', 'congress', 'law', 'majority', 'equal', 'order', 'military', 'iran', 'taxes', 'tax', 'tax reform', 'tax code', 'economy', 'jobs', 'economic growth', 'small business', 'business', 'regulation', 'pipeline', 'epa', 'life', 'states', 'freedom', 'liberty', 'american', 'news', 'wall street journal']","['National Security & Defense', 'Social Issues & Values', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",True,False,True,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,N00000684,RODNEY FRELINGHUYSEN,2016-05-06,1,25.00,2016-05-01,0,921.77,3,1,25.00,0.37,0.01
M,NJ,5,108172,2016-05-06,SCOTT GARRETT,R,1,35.0,462,0,0.0,0.8553380966186523,0.0360018759965896,,,0.0210301093757152,0.0633502826094627,0.0087589286267757,"['this bill', 'house', 'congress', 'committee', 'sponsored', 'tax', 'economy', 'business', 'regulations', 'regulation', 'life', 'bureaucrats', 'government', 'american', 'news']","['Social Issues & Values', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press']",False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00000743,SCOTT GARRETT,2016-05-06,2,550.00,2016-05-01,3,3034.68,3,4,850.00,0.44,0.09
M,OH,16,108173,2016-05-06,JAMES RENACCI,R,1,92.0,525,0,0.0,0.5469340085983276,0.0074267196469008,0.353045254945755,,0.0093766879290342,0.0782031938433647,,"['health care', 'health', 'student', 'legislation', 'house', 'congress', 'vote', 'votes', 'law', 'community', 'law enforcement', 'police', 'tax', 'tax code', 'economy', 'small business', 'business', 'american', 'news']","['Healthcare', 'Patriotic Rhetoric', 'Education', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00031127,JIM RENACCI,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MO,5,108174,2016-05-06,EMANUEL CLEAVER,D,1,73.0,500,0,0.0,0.9152579307556152,0.0103871719911694,,,0.0246288329362869,0.011736680753529,0.0295424740761518,"['obama', 'president obama', 'senate', 'congress', 'business', 'fossil fuels', 'states', 'constitution', 'supreme court', 'judges', 'power', 'american', 'press']","['Political Figures - Obama', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Media & Press', 'Executive Power', 'Energy Independence']",False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,N00026790,EMANUEL CLEAVER,2016-05-06,1,100.00,2016-05-01,1,653.23,3,1,100.00,0.26,0.05
F,TN,7,108175,2016-05-06,MARSHA BLACKBURN,R,1,69.0,493,0,0.0,0.6075407266616821,0.0672036707401275,,,0.0687707066535949,0.0412855744361877,0.1843316406011581,"['health', 'legislation', 'house', 'congress', 'law', 'community', 'tax', 'small business', 'business', 'budget', 'accountable', 'oversight', 'transparency', 'american', 'press']","['Healthcare', 'Patriotic Rhetoric', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power']",False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00003105,MARSHA BLACKBURN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,10,108176,2016-05-06,JEFF DENHAM,R,1,111.0,726,1,0.0013774104683195593,0.3543094098567962,0.0082904873415827,0.5339594483375549,,0.0398503579199314,0.0542712919414043,,"['education', 'student', 'legislation', 'the bill', 'bills', 'house', 'congress', 'law', 'community', 'law enforcement', 'police', 'veterans', 'epa', 'federal government', 'government', 'power', 'media', 'news']","['National Security & Defense', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,N00031593,JEFF DENHAM,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,WV,2,108178,2016-05-06,ALEXANDER MOONEY,R,1,64.0,245,0,0.0,0.2749495208263397,0.004624378401786,0.3219090700149536,,0.0049030850641429,0.3891002535820007,,"['assistance', 'congress', 'bless', 'conservative', 'news']","['Social Issues & Values', 'Social Safety Net & Entitlements', 'Government Overreach', 'Congress & Legislation', 'Media & Press']",False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033814,ALEX MOONEY,2016-05-06,1,1000.00,2016-05-01,1,788.06,3,1,1000.00,0.23,0.42
M,ID,1,108180,2016-05-06,RAÚL LABRADOR,R,1,103.0,456,3,0.006578947368421052,0.0804332420229911,,0.0205860827118158,0.0115816080942749,0.8700777888298035,0.0100877713412046,,"['college', 'house', 'congress', 'law', 'life']","['Education', 'Congress & Legislation', 'Social Issues & Values']",False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00031377,RAUL LABRADOR,2016-05-06,1,250.00,2016-05-01,0,204.84,3,1,250.00,1.48,0.41
M,RI,1,108181,2016-05-06,DAVID CICILLINE,D,1,103.0,1112,1,0.0008992805755395684,0.7348847985267639,0.0056244153529405,0.1591608524322509,,,0.0856317207217216,0.0058436356484889,"['medicare', 'medicaid', 'student', 'gun violence', 'gun', 'violence', 'social security', 'medicare', 'medicaid', 'bills', 'congress', 'civil', 'community', 'neighborhood', 'isis', 'tax', 'economy', 'jobs', 'small business', 'business', 'government', 'american', 'media', 'press', 'news', 'reporting']","['Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Gun Policy', 'Media & Press']",False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,N00032019,DAVID CICILLINE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,OK,1,108196,2016-05-06,JIM BRIDENSTINE,R,1,21.0,576,1,0.001736111111111111,0.6588237881660461,0.0329658240079879,0.0643189251422882,,0.0278961881995201,,0.1888817846775055,"['legislation', 'the bill', 'house', 'congress', 'committee', 'vote', 'amendment', 'sponsored', 'civil', 'community', 'national security', 'national defense', 'defense', 'military', 'armed forces', 'regulations', 'regulation', 'energy', 'oil and gas', 'epa', 'life', 'bless', 'states', 'american', 'news', 'washington post']","['National Security & Defense', 'Social Issues & Values', 'Patriotic Rhetoric', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,False,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,N00033532,JAMES BRIDENSTINE,2016-05-06,4,1450.00,2016-05-01,4,2826.61,3,4,1450.00,0.33,0.17
M,GA,4,108197,2016-05-06,HENRY JOHNSON,D,1,60.0,588,3,0.00510204081632653,0.2963975071907043,0.0122608970850706,0.5747315287590027,,0.0121288541704416,0.1011523976922035,,"['healthcare', 'health', 'student', 'congress', 'law', 'equal', 'housing', 'defense', 'veterans', 'tax', 'economy', 'jobs', 'small business', 'business', 'epa', 'news', 'washington post']","['National Security & Defense', 'Healthcare', 'Education', 'Civil Rights', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,N00027848,HANK JOHNSON,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MO,7,108185,2016-05-06,BILLY LONG,R,1,106.0,685,2,0.00291970802919708,0.8517575860023499,0.0434560105204582,0.0206749532371759,,,0.0302354227751493,0.0287829078733921,"['gun', 'border', 'illegal', 'benefit', 'this bill', 'the bill', 'house', 'congress', 'law', 'community', 'order', 'economy', 'jobs', 'business', 'dollars', 'epa', 'life', 'american']","['Social Issues & Values', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Law Enforcement & Crime', 'Economy & Taxes', 'Immigration', 'Congress & Legislation', 'Housing & Community', 'Gun Policy', 'Energy Independence']",False,False,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,N00030676,BILLY LONG,2016-05-06,1,500.00,2016-05-01,0,830.65,3,1,500.00,0.43,0.20
M,GA,9,108186,2016-05-06,DOUG COLLINS,R,1,63.0,489,0,0.0,0.1041533648967742,0.0034768786281347,0.8404732346534729,,0.0052007110789418,0.0433986373245716,,"['student', 'house', 'congress', 'law', 'economy', 'jobs', 'government']","['Education', 'Congress & Legislation', 'Government Overreach', 'Economy & Taxes']",False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033518,DOUG COLLINS,2016-05-06,9,7600.00,2016-05-01,3,2436.94,3,10,10300.00,0.95,1.41
