dc_gender,dc_state,dc_district,newsletter_id,dc_date,dc_name,dc_party,newsletter_count,total_newsletters,body_word_count,fundraising_terms,fundraising_ratio,neutral_score,anger_score,joy_score,disgust_score,sadness_score,surprise_score,fear_score,matched_phrases,themes_list,theme_national_security_and_defense,theme_political_figures_-_obama,theme_social_issues_and_values,theme_healthcare,theme_social_safety_net_and_entitlements,theme_education,theme_government_overreach,theme_economy_and_taxes,theme_congress_and_legislation,theme_housing_and_community,theme_media_and_press,theme_energy_independence,theme_patriotic_rhetoric,theme_law_enforcement_and_crime,theme_immigration,theme_political_figures_-_trump,theme_executive_power,theme_voting_rights,theme_terrorism_and_foreign_threats,theme_supreme_court_and_judiciary,theme_iran_and_nuclear_policy,theme_gun_policy,theme_reproductive_rights,theme_climate_and_energy_policy,theme_civil_rights,theme_political_figures_-_hillary_clinton,theme_criminal_justice_reform,theme_election_integrity,theme_trump_name_calling,fec_cid,fec_name,contrib_date,contrib_count,contrib_amount,month_start,avg_daily_contrib_count_per_month,avg_daily_contrib_amount_per_month,window_days,window_contrib_count,window_contrib_amount,window_fundraising_count_score,window_fundraising_amount_score
M,CA,30,109487,2016-04-01,BRAD SHERMAN,D,1,27.0,848,0,0.0,0.8448688387870789,,0.0421354100108146,,0.0275231469422578,0.0185459926724433,0.0448257587850093,"['medicare', 'health', 'gun', 'social security', 'medicare', 'assistance', 'obama', 'president obama', 'legislation', 'congress', 'law', 'community', 'economy', 'small business', 'business', 'regulations', 'regulation', 'energy', 'epa', 'federal government', 'government', 'states', 'press']","['Political Figures - Obama', 'Healthcare', 'Social Safety Net & Entitlements', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Gun Policy', 'Media & Press', 'Energy Independence']",False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,N00006897,BRAD SHERMAN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,VA,9,109489,2016-04-01,H. GRIFFITH,R,1,115.0,896,3,0.0033482142857142855,0.7171056866645813,,0.1963739842176437,,0.0092820366844534,0.048904675990343,0.0172583553940057,"['college', 'gun', 'obama', 'obama administration', 'house', 'congress', 'committee', 'vote', 'votes', 'law', 'amendment', 'civil', 'affordable', 'law enforcement', 'national security', 'economy', 'jobs', 'energy', 'epa', 'government', 'states', 'freedom', 'constitution', 'constitutional', 'power', 'oversight', 'american', 'news', 'new york times']","['National Security & Defense', 'Political Figures - Obama', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Gun Policy', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,N00032029,MORGAN GRIFFITH,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NC,9,109488,2016-04-01,ROBERT PITTENGER,R,1,65.0,827,0,0.0,0.7002816796302795,0.050716832280159,,,0.0160286296159029,0.0296229682862758,0.1856821626424789,"['medicare', 'social security', 'medicare', 'benefit', 'assistance', 'legislation', 'bills', 'house', 'senate', 'congress', 'committee', 'neighborhood', 'veterans', 'terrorism', 'terrorist', 'terror', 'business', 'states', 'media']","['National Security & Defense', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00034416,ROBERT PITTENGER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,14,109490,2016-04-01,RANDY WEBER,R,1,38.0,191,1,0.005235602094240838,0.931470274925232,0.0070350165478885,0.0069313831627368,,,0.038906168192625,0.008269646205008,"['student', 'congress', 'iran', 'epa']","['Education', 'Congress & Legislation', 'Energy Independence', 'Iran & Nuclear Policy']",False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,N00033539,RANDY WEBER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MO,3,109491,2016-04-01,BLAINE LUETKEMEYER,R,1,90.0,716,4,0.00558659217877095,0.0380098968744277,,0.007390247657895,0.0183139573782682,0.898945152759552,,0.0265502668917179,"['healthcare', 'obamacare', 'health', 'obama', 'legislation', 'bills', 'house', 'senate', 'committee', 'vote', 'veto', 'community', 'life', 'pro-life', 'unborn', 'planned parenthood', 'abortion', 'bless', 'states', 'freedom', 'american', 'american people', 'news']","['Social Issues & Values', 'Political Figures - Obama', 'Healthcare', 'Patriotic Rhetoric', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030026,BLAINE LUETKEMEYER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,RI,1,109492,2016-04-01,DAVID CICILLINE,D,1,103.0,793,2,0.0025220680958385876,0.1122871488332748,0.0092749437317252,0.3486547768115997,,,0.0553112812340259,0.4625878632068634,"['public health', 'health', 'student', 'gun violence', 'gun', 'violence', 'benefit', 'obama', 'president obama', 'legislation', 'this bill', 'house', 'congress', 'vote', 'law', 'law enforcement', 'terrorism', 'terrorist', 'terrorists', 'terror', 'budget', 'states', 'american', 'media', 'news', 'reporting']","['Political Figures - Obama', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Gun Policy', 'Media & Press']",False,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,N00032019,DAVID CICILLINE,2016-04-01,2,500.00,2016-04-01,2,595.40,3,6,1000.00,0.85,0.56
M,TN,5,109493,2016-04-01,JIM COOPER,D,1,302.0,492,0,0.0,0.9018563628196716,0.0051339301280677,,,0.0067938514985144,0.0714963525533676,0.0073034618981182,"['student', 'obama', 'president obama', 'congress', 'police reform', 'police', 'order', 'isis', 'jobs', 'government', 'supreme court', 'power', 'american', 'news', 'journalist', 'journalists', 'new york times', 'washington post']","['Political Figures - Obama', 'Terrorism & Foreign Threats', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Criminal Justice Reform', 'Supreme Court & Judiciary', 'Media & Press', 'Executive Power']",False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,N00003132,JIM COOPER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,CT,5,109494,2016-04-01,ELIZABETH ESTY,D,1,47.0,323,0,0.0,0.7096205353736877,,0.2148303091526031,,0.0127082979306578,0.0451241210103035,0.0093357944861054,"['legislation', 'house', 'congress', 'community', 'national security', 'economy', 'news']","['National Security & Defense', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033217,ELIZABETH ESTY,2016-04-01,1,1500.00,2016-04-01,3,1608.27,3,10,4760.00,1.10,0.99
M,ID,1,109496,2016-04-01,RAÚL LABRADOR,R,1,103.0,621,1,0.001610305958132045,0.0575059317052364,,0.0875375568866729,0.0132386647164821,0.2529587745666504,0.569031298160553,,"['congress', 'veterans', 'freedom', 'american']","['National Security & Defense', 'Patriotic Rhetoric', 'Congress & Legislation', 'Government Overreach']",True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00031377,RAUL LABRADOR,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CO,5,109497,2016-04-01,DOUG LAMBORN,R,1,409.0,123,1,0.008130081300813009,0.9431008100509644,0.0153198726475238,0.0075274989940226,,0.0071992175653576,0.0201311782002449,,"['congress', 'taxes', 'tax', 'budget', 'dollars', 'states']","['Congress & Legislation', 'Government Overreach', 'Economy & Taxes']",False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00028133,DOUGLAS L LAMBORN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,26,109498,2016-04-01,MICHAEL BURGESS,R,1,100.0,214,0,0.0,0.9226670861244202,,0.0150655750185251,,0.009589297696948,0.0272447131574153,0.0195289589464664,"['healthcare', 'health', 'house', 'vote', 'terror', 'supreme court', 'american', 'news']","['Terrorism & Foreign Threats', 'Healthcare', 'Patriotic Rhetoric', 'Supreme Court & Judiciary', 'Congress & Legislation', 'Media & Press']",False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,N00025219,MICHAEL BURGESS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,VA,4,109499,2016-04-01,J. FORBES,R,1,293.0,928,4,0.004310344827586207,0.9292141199111938,0.0043815593235194,0.0332669652998447,,0.0034983411896973,0.0246925018727779,,"['house', 'congress', 'committee', 'civil', 'housing', 'national security', 'defense', 'military', 'veterans', 'economy', 'jobs', 'economic growth', 'spending', 'epa', 'government', 'power', 'press', 'news']","['National Security & Defense', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,N00013799,RANDY FORBES,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,17,109500,2016-03-31,MICHAEL HONDA,D,1,45.0,884,2,0.0022624434389140274,0.9533427953720092,,0.0070967394858598,,0.0069863419048488,0.0138241667300462,0.0109619814902544,"['public health', 'mental health', 'health', 'education', 'assistance', 'house', 'congress', 'law', 'clean energy', 'housing', 'community', 'law enforcement', 'crime', 'defense', 'veterans', 'armed forces', 'small business', 'business', 'energy', 'epa', 'life', 'department of justice', 'power']","['National Security & Defense', 'Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Climate & Energy Policy', 'Education', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Executive Power', 'Energy Independence']",True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,N00012611,MIKE HONDA,2016-03-31,55,31800.00,2016-03-01,9,5753.32,3,61,33450.00,2.11,1.94
F,CA,53,110551,2016-03-31,SUSAN DAVIS,D,1,25.0,1139,11,0.009657594381035996,0.4108979403972626,0.0102203749120235,0.4375424385070801,,0.0810091570019722,0.0534091964364051,,"['health care', 'healthcare', 'medicare', 'health', 'medicare', 'assistance', 'obama', 'obama administration', 'legislation', 'the bill', 'house', 'senate', 'congress', 'vote', 'law', 'voter', 'equal', 'community', 'law enforcement', 'defense', 'military', 'veterans', 'tax', 'small business', 'business', 'budget', 'epa', 'life', 'government', 'power', 'american', 'american people', 'press', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Voting Rights', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,N00009604,SUSAN DAVIS,2016-03-31,13,8050.00,2016-03-01,1,1396.77,3,19,10050.00,3.22,2.40
M,CA,25,110552,2016-03-31,STEVE KNIGHT,R,1,74.0,1045,1,0.0009569377990430622,0.0963316410779953,0.0093178795650601,0.7957671284675598,,,0.0877015516161918,0.0049583371728658,"['student', 'college', 'obama', 'president obama', 'legislation', 'bills', 'house', 'congress', 'committee', 'community', 'order', 'small business', 'business', 'regulations', 'regulation', 'life', 'judges', 'power', 'american']","['Political Figures - Obama', 'Social Issues & Values', 'Patriotic Rhetoric', 'Education', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Executive Power']",False,True,True,False,False,True,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,N00035820,STEVE KNIGHT,2016-03-31,12,5150.00,2016-03-01,2,1773.39,3,12,5150.00,1.80,0.97
M,CA,4,110553,2016-03-31,TOM MCCLINTOCK,R,1,28.0,748,0,0.0,0.71816086769104,,0.0250276736915111,,0.1107239723205566,0.0685626789927482,0.0515012145042419,"['health care', 'mental health', 'health', 'student', 'social security', 'legislation', 'house', 'congress', 'committee', 'vote', 'votes', 'law', 'community', 'veterans', 'isis', 'regulations', 'regulation', 'spending', 'budget', 'government', 'constitution', 'constitutional', 'american', 'news']","['National Security & Defense', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00006863,TOM MCCLINTOCK,2016-03-31,19,5180.00,2016-03-01,4,1604.61,3,20,5380.00,1.43,1.12
M,MI,8,110554,2016-03-31,MIKE BISHOP,R,1,34.0,1043,0,0.0,0.6132333874702454,0.0053146895952522,0.2298941612243652,,0.0357426293194294,0.1086839661002159,,"['medicare', 'medicaid', 'education', 'student', 'medicare', 'medicaid', 'assistance', 'bills', 'house', 'congress', 'committee', 'law', 'sponsored', 'affordable', 'community', 'law enforcement', 'order', 'veterans', 'guantanamo', 'taxes', 'tax', 'business', 'regulatory', 'epa', 'federal government', 'government', 'accountability', 'transparency', 'media', 'news']","['National Security & Defense', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,N00036449,MIKE BISHOP,2016-03-31,10,4170.00,2016-03-01,2,1289.35,3,11,4270.00,1.75,1.10
M,VA,4,110555,2016-03-31,J. FORBES,R,1,293.0,229,0,0.0,0.7616502046585083,0.0342013202607631,0.0185482986271381,,,0.0205339677631855,0.1411386281251907,"['house', 'congress', 'defense', 'terrorist', 'terrorists', 'isis', 'terror', 'guantanamo', 'business', 'epa', 'american', 'news']","['National Security & Defense', 'Terrorism & Foreign Threats', 'Patriotic Rhetoric', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00013799,RANDY FORBES,2016-03-31,59,42600.00,2016-03-01,4,4966.42,3,59,42600.00,4.04,2.86
M,MD,6,110556,2016-03-31,JOHN DELANEY,D,1,48.0,449,6,0.013363028953229399,0.9278368353843688,,0.0190105643123388,,0.0171931236982345,0.0105423312634229,0.0157808922231197,"['health care', 'healthcare', 'medicare', 'health', 'social security', 'medicare', 'benefit', 'assistance', 'legislation', 'house', 'congress', 'law', 'community', 'life', 'american', 'news']","['Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033897,JOHN K DELANEY,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,33,110558,2016-03-31,MARC VEASEY,D,1,82.0,1475,2,0.0013559322033898306,0.3338596224784851,0.3414771258831024,,0.1278962790966034,0.1273231506347656,,0.051639761775732,"['health care', 'healthcare', 'health', 'education', 'student', 'assistance', 'obama', 'president obama', 'legislation', 'house', 'congress', 'vote', 'law', 'voting rights', 'voting rights act', 'voter', ""women's rights"", 'community', 'voter id', 'military', 'veterans', 'jobs', 'business', 'epa', 'states', 'supreme court', 'judges', 'executive', 'media', 'news']","['Election Integrity', 'Political Figures - Obama', 'National Security & Defense', 'Healthcare', 'Voting Rights', 'Social Safety Net & Entitlements', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,N00033839,MARC VEASEY,2016-03-31,1,500.00,2016-03-01,0,312.90,3,1,500.00,1.72,0.53
M,NJ,9,110559,2016-03-31,BILL PASCRELL,D,1,24.0,914,3,0.0032822757111597373,0.1834777295589447,0.4963467717170715,,0.0721458420157432,0.1295233070850372,,0.1065104380249977,"['affordable care act', 'medicare', 'medicaid', 'health', 'repeal', 'student', 'student loan', 'gun', 'violence', 'social security', 'medicare', 'medicaid', 'benefit', 'assistance', 'house', 'congress', 'committee', 'vote', 'law', 'amendment', 'civil', 'affordable', 'law enforcement', 'police', 'military', 'tax', 'budget', 'epa', 'life', 'government', 'executive', 'american', 'media', 'press']","['National Security & Defense', 'Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Gun Policy', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,N00000751,BILL PASCRELL JR,2016-03-31,9,6300.00,2016-03-01,3,3320.97,3,9,6300.00,0.76,0.63
F,CA,27,110560,2016-03-31,JUDY CHU,D,1,14.0,486,4,0.00823045267489712,0.0896350964903831,0.0044950558803975,0.8724400401115417,,0.0041632023639976,0.0258526783436536,,"['student', 'this bill', 'the bill', 'congress', 'committee', 'community', 'military', 'veterans', 'small business', 'business', 'states', 'american']","['National Security & Defense', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community']",True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030600,JUDY CHU,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,OR,1,110563,2016-03-31,SUZANNE BONAMICI,D,1,28.0,771,6,0.007782101167315175,0.4615932106971741,,0.3684806525707245,,0.0383690111339092,0.1014383360743522,0.0181236267089843,"['health', 'education', 'student', 'college', 'assistance', 'legislation', 'the bill', 'congress', 'community', 'american', 'media', 'news']","['Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",False,False,False,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00033474,SUZANNE BONAMICI,2016-03-31,23,8290.00,2016-03-01,2,779.68,3,24,9290.00,3.65,3.97
F,NH,2,110564,2016-03-31,ANN KUSTER,D,1,60.0,557,2,0.003590664272890485,0.292384922504425,0.0657927542924881,,0.0132628567516803,0.0670334249734878,,0.5425618290901184,"['health', 'assistance', 'legislation', 'house', 'committee', 'law', 'law enforcement', 'police', 'public safety', 'veterans', 'epa', 'government', 'states', 'department of justice', 'media', 'news']","['National Security & Defense', 'Healthcare', 'Social Safety Net & Entitlements', 'Government Overreach', 'Law Enforcement & Crime', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence']",True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,N00030875,ANN MCLANE KUSTER,2016-03-31,69,26570.00,2016-03-01,22,5906.42,3,80,28134.00,1.20,1.59
F,MA,3,110565,2016-03-31,NIKI TSONGAS,D,1,54.0,500,0,0.0,0.9157961010932922,,0.0227812267839908,,0.0118820685893297,0.0269341710954904,0.0112832831218838,"['legislation', 'house', 'congress', 'law', 'community', 'business', 'media', 'news']","['Economy & Taxes', 'Media & Press', 'Congress & Legislation', 'Housing & Community']",False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00029026,NIKI TSONGAS,2016-03-31,37,12795.00,2016-03-01,6,2243.06,3,39,12120.00,2.14,1.80
M,GA,1,110566,2016-03-31,EARL CARTER,R,1,135.0,239,0,0.0,0.016736464574933,,,0.0026966715231537,0.0033338675275444,0.0027877110987901,0.9696545004844666,"['legislation', 'the bill', 'house', 'committee', 'order', 'homeland security', 'terror', 'epa', 'states', 'american']","['National Security & Defense', 'Terrorism & Foreign Threats', 'Patriotic Rhetoric', 'Government Overreach', 'Law Enforcement & Crime', 'Congress & Legislation', 'Energy Independence']",True,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00035346,BUDDY CARTER,2016-03-31,2,750.00,2016-03-01,1,846.77,3,5,1550.00,1.29,0.61
M,VA,8,110567,2016-03-31,DONALD BEYER,D,1,66.0,347,2,0.005763688760806916,0.8972684144973755,0.0447156056761741,,0.0132900634780526,,0.0137609681114554,0.014220668002963,"['health', 'house', 'congress', 'law', 'amendment', 'climate change', 'climate', 'regulatory', 'epa', 'states', 'power', 'accountability', 'press', 'news']","['Healthcare', 'Climate & Energy Policy', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Executive Power', 'Energy Independence']",False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,N00036018,DON BEYER,2016-03-31,40,41970.00,2016-03-01,6,5126.45,3,41,42470.00,2.24,2.76
F,NC,12,110568,2016-03-31,ALMA ADAMS,D,1,59.0,23,0,0.0,0.9223282933235168,0.006304451264441,,,0.0100639592856168,0.0513007678091526,0.00467792712152,['jobs'],['Economy & Taxes'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00035451,ALMA ADAMS,2016-03-31,44,25654.00,2016-03-01,3,1768.84,3,91,53808.00,7.64,10.14
M,PA,12,110569,2016-03-31,KEITH ROTHFUS,R,1,99.0,616,2,0.003246753246753247,0.7277129292488098,0.0053099999204277,0.211948812007904,,0.0090389093384146,0.0392828024923801,,"['health care', 'health', 'assistance', 'legislation', 'the bill', 'congress', 'community', 'order', 'defense', 'veterans', 'epa', 'religious freedom', 'life', 'freedom', 'supreme court', 'american', 'news']","['National Security & Defense', 'Social Issues & Values', 'Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Law Enforcement & Crime', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,N00031253,KEITH J ROTHFUS,2016-03-31,14,16500.00,2016-03-01,3,2875.48,3,18,18800.00,1.60,2.18
F,WA,1,110570,2016-03-31,SUZAN DELBENE,D,1,81.0,409,2,0.004889975550122249,0.0397057272493839,0.0041558411903679,,,0.0094312652945518,0.0036800464149564,0.9398381114006042,"['health', 'education', 'student', 'assistance', 'legislation', 'this bill', 'community', 'business', 'media', 'news']","['Healthcare', 'Social Safety Net & Entitlements', 'Education', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030693,SUZAN DELBENE,2016-03-31,33,10820.00,2016-03-01,8,2321.06,3,42,11175.00,1.70,1.60
M,CO,5,110571,2016-03-31,DOUG LAMBORN,R,1,409.0,133,0,0.0,0.212849885225296,0.0824018791317939,,0.2025875598192215,0.0639599040150642,,0.4101522564888,"['congress', 'law', 'small business', 'business', 'budget', 'epa']","['Energy Independence', 'Congress & Legislation', 'Economy & Taxes']",False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00028133,DOUGLAS L LAMBORN,2016-03-31,2,1125.00,2016-03-01,0,152.42,3,2,1125.00,4.13,2.46
F,NC,12,110572,2016-03-31,ALMA ADAMS,D,1,59.0,188,0,0.0,0.5880593657493591,0.0054970486089587,0.3198180794715881,,0.0233270917087793,0.0552224777638912,,"['student', 'house', 'congress', 'sponsored']","['Education', 'Congress & Legislation']",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00035451,ALMA ADAMS,2016-03-31,44,25654.00,2016-03-01,3,1768.84,3,91,53808.00,7.64,10.14
M,CA,36,110573,2016-03-31,RAUL RUIZ,D,1,35.0,466,0,0.0,0.625273585319519,0.020422339439392,0.3004660308361053,,,0.0130833191797137,0.0224745646119117,"['wage', 'this bill', 'congress', 'civil rights', 'equality', 'equal', 'civil', 'community', 'order', 'energy', 'american']","['Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Law Enforcement & Crime', 'Congress & Legislation', 'Housing & Community', 'Energy Independence']",False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,N00033510,RAUL RUIZ,2016-03-31,124,130392.00,2016-03-01,20,9587.97,3,149,132898.00,2.44,4.62
M,MS,3,110574,2016-03-31,GREGG HARPER,R,1,51.0,272,0,0.0,0.8657338619232178,,0.0837180018424987,,0.0065670828334987,0.0305038802325725,0.0057555940002202,"['student', 'college', 'congress', 'military', 'epa', 'media']","['National Security & Defense', 'Education', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00029632,GREGG HARPER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,IL,8,110575,2016-03-31,TAMMY DUCKWORTH,D,1,35.0,379,0,0.0,0.1240303963422775,,0.0082720816135406,,0.0061946669593453,0.0053953300230205,0.8488438725471497,"['benefit', 'assistance', 'house', 'congress', 'tax', 'budget', 'epa']","['Social Safety Net & Entitlements', 'Energy Independence', 'Congress & Legislation', 'Economy & Taxes']",False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00027860,TAMMY DUCKWORTH,2016-03-31,249,97858.00,2016-03-01,170,61607.35,3,648,234176.00,1.26,1.27
F,NY,6,110576,2016-03-30,GRACE MENG,D,1,27.0,785,0,0.0,0.7438853979110718,0.0163329131901264,0.1554827243089676,,0.018397744745016,,0.0467048659920692,"['health', 'obama', 'president obama', 'legislation', 'house', 'congress', 'committee', 'vote', 'law', 'community', 'order', 'budget', 'epa', 'media', 'press', 'news']","['Political Figures - Obama', 'Healthcare', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00034547,GRACE MENG,2016-03-30,1,100.00,2016-03-01,1,1307.10,3,17,10100.00,2.88,2.58
